route_id,city,city_tier,source_lat,source_lng,dest_lat,dest_lng,source_subregion,source_zone,dest_subregion,dest_zone,distance_km,base_time_min,timestamp,time_of_day,day_of_week,hour,is_holiday,weather_condition,traffic_level,cab_type,cab_availability,surge_multiplier,base_price_per_km,per_minute_rate,estimated_time_min,fare_amount
388,Mumbai,1,19.455622,72.812344,19.022636,73.041907,Virar,Suburb,Navi Mumbai,Suburb,76.85,66.03,2026-06-29T10:00,Afternoon,Monday,10,0,Rainy,High,Sedan,6,2.0,21.0,2.5,99.78,4455.54
388,Mumbai,1,19.455622,72.812344,19.022636,73.041907,Virar,Suburb,Navi Mumbai,Suburb,76.85,66.03,2026-06-24T16:00,Afternoon,Wednesday,16,0,Rainy,High,SUV,6,1.98,21.0,2.5,117.29,6602.37
388,Mumbai,1,19.455622,72.812344,19.022636,73.041907,Virar,Suburb,Navi Mumbai,Suburb,76.85,66.03,2026-06-15T13:00,Afternoon,Monday,13,0,Rainy,High,Sedan,6,2.0,21.0,2.5,103.3,4536.69
388,Mumbai,1,19.455622,72.812344,19.022636,73.041907,Virar,Suburb,Navi Mumbai,Suburb,76.85,66.03,2026-06-24T08:00,Morning,Wednesday,8,0,Rainy,High,SUV,6,2.0,21.0,2.5,112.57,5900.77
389,Mumbai,1,19.000216,72.830123,18.935894,72.832882,Lower Parel,City Center,CSMT,Railway,8.57,11.42,2026-06-25T07:00,Morning,Thursday,7,0,Sunny,High,Mini,12,1.48,21.0,2.5,24.07,364.36
389,Mumbai,1,19.000216,72.830123,18.935894,72.832882,Lower Parel,City Center,CSMT,Railway,8.57,11.42,2026-06-26T10:00,Afternoon,Friday,10,1,Rainy,High,Mini,12,2.0,21.0,2.5,24.41,460.13
389,Mumbai,1,19.000216,72.830123,18.935894,72.832882,Lower Parel,City Center,CSMT,Railway,8.57,11.42,2026-06-06T09:00,Morning,Saturday,9,0,Rainy,High,SUV,12,1.85,21.0,2.5,21.79,727.48
389,Mumbai,1,19.000216,72.830123,18.935894,72.832882,Lower Parel,City Center,CSMT,Railway,8.57,11.42,2026-06-16T12:00,Afternoon,Tuesday,12,0,Rainy,High,SUV,12,1.66,21.0,2.5,23.84,596.38
389,Mumbai,1,19.000216,72.830123,18.935894,72.832882,Lower Parel,City Center,CSMT,Railway,8.57,11.42,2026-06-19T06:00,Morning,Friday,6,0,Sunny,High,SUV,12,1.73,21.0,2.5,21.77,705.84
390,Mumbai,1,18.994863,72.828127,19.216968,72.975516,Lower Parel,City Center,Thane,Suburb,32.63,28.25,2026-06-13T03:00,Night,Saturday,3,0,Rainy,Low,Mini,12,1.56,21.0,2.5,37.51,1530.87
390,Mumbai,1,18.994863,72.828127,19.216968,72.975516,Lower Parel,City Center,Thane,Suburb,32.63,28.25,2026-06-11T13:00,Afternoon,Thursday,13,0,Rainy,High,Mini,12,1.54,21.0,2.5,50.41,1225.2
390,Mumbai,1,18.994863,72.828127,19.216968,72.975516,Lower Parel,City Center,Thane,Suburb,32.63,28.25,2026-06-02T07:00,Morning,Tuesday,7,0,Sunny,High,Sedan,12,1.49,21.0,2.5,44.91,1192.87
390,Mumbai,1,18.994863,72.828127,19.216968,72.975516,Lower Parel,City Center,Thane,Suburb,32.63,28.25,2026-06-10T06:00,Morning,Wednesday,6,0,Rainy,High,SUV,12,1.7,21.0,2.5,49.03,1869.23
390,Mumbai,1,18.994863,72.828127,19.216968,72.975516,Lower Parel,City Center,Thane,Suburb,32.63,28.25,2026-06-15T01:00,Night,Monday,1,0,Sunny,Low,Sedan,12,1.25,21.0,2.5,32.64,1062.26
391,Mumbai,1,19.018259,73.034986,18.925707,72.824388,Navi Mumbai,Suburb,Nariman Point,City Center,38.21,35.33,2026-06-29T10:00,Afternoon,Monday,10,0,Rainy,Low,Mini,6,1.82,21.0,2.5,44.65,2050.6
391,Mumbai,1,19.018259,73.034986,18.925707,72.824388,Navi Mumbai,Suburb,Nariman Point,City Center,38.21,35.33,2026-06-06T15:00,Afternoon,Saturday,15,0,Cloudy,Low,SUV,6,1.37,21.0,2.5,43.53,1859.2
391,Mumbai,1,19.018259,73.034986,18.925707,72.824388,Navi Mumbai,Suburb,Nariman Point,City Center,38.21,35.33,2026-06-14T02:00,Night,Sunday,2,0,Rainy,Low,Sedan,6,1.92,21.0,2.5,40.13,1994.83
391,Mumbai,1,19.018259,73.034986,18.925707,72.824388,Navi Mumbai,Suburb,Nariman Point,City Center,38.21,35.33,2026-06-05T17:00,Evening,Friday,17,0,Sunny,Low,Sedan,6,1.7,21.0,2.5,45.39,1763.48
391,Mumbai,1,19.018259,73.034986,18.925707,72.824388,Navi Mumbai,Suburb,Nariman Point,City Center,38.21,35.33,2026-06-03T12:00,Afternoon,Wednesday,12,0,Sunny,Low,Mini,6,1.43,21.0,2.5,38.11,1387.52
392,Mumbai,1,18.925058,72.823111,19.236807,73.135477,Nariman Point,City Center,Kalyan,Suburb,62.83,54.99,2026-06-13T22:00,Night,Saturday,22,0,Sunny,Low,Sedan,12,1.3,21.0,2.5,54.7,2053.68
392,Mumbai,1,18.925058,72.823111,19.236807,73.135477,Nariman Point,City Center,Kalyan,Suburb,62.83,54.99,2026-06-25T02:00,Night,Thursday,2,0,Rainy,Low,Mini,12,1.64,21.0,2.5,61.33,2614.24
392,Mumbai,1,18.925058,72.823111,19.236807,73.135477,Nariman Point,City Center,Kalyan,Suburb,62.83,54.99,2026-06-28T23:00,Night,Sunday,23,0,Rainy,Low,Sedan,12,1.61,21.0,2.5,60.55,3111.13
392,Mumbai,1,18.925058,72.823111,19.236807,73.135477,Nariman Point,City Center,Kalyan,Suburb,62.83,54.99,2026-06-16T11:00,Afternoon,Tuesday,11,0,Sunny,Low,Mini,12,1.32,21.0,2.5,64.04,1692.55
392,Mumbai,1,18.925058,72.823111,19.236807,73.135477,Nariman Point,City Center,Kalyan,Suburb,62.83,54.99,2026-06-27T02:00,Night,Saturday,2,0,Cloudy,Low,SUV,12,1.36,21.0,2.5,60.42,3589.43
393,Mumbai,1,19.450845,72.81116,18.935961,72.839807,Virar,Suburb,CSMT,Railway,73.94,65.22,2026-06-28T10:00,Afternoon,Sunday,10,0,Sunny,Medium,SUV,6,1.62,21.0,2.5,91.78,5440.35
393,Mumbai,1,19.450845,72.81116,18.935961,72.839807,Virar,Suburb,CSMT,Railway,73.94,65.22,2026-06-22T22:00,Night,Monday,22,0,Sunny,Low,SUV,6,1.53,21.0,2.5,73.34,3621.22
393,Mumbai,1,19.450845,72.81116,18.935961,72.839807,Virar,Suburb,CSMT,Railway,73.94,65.22,2026-06-08T03:00,Night,Monday,3,0,Rainy,Low,Mini,6,1.98,21.0,2.5,69.27,3479.29
393,Mumbai,1,19.450845,72.81116,18.935961,72.839807,Virar,Suburb,CSMT,Railway,73.94,65.22,2026-06-23T07:00,Morning,Tuesday,7,0,Rainy,High,Mini,6,2.0,21.0,2.5,104.35,3372.28
393,Mumbai,1,19.450845,72.81116,18.935961,72.839807,Virar,Suburb,CSMT,Railway,73.94,65.22,2026-06-11T11:00,Afternoon,Thursday,11,0,Cloudy,Medium,Mini,6,1.65,21.0,2.5,82.65,3336.71
394,Mumbai,1,19.053283,72.839131,19.186711,72.973983,Bandra Station,Railway,Thane Station,Railway,27.55,21.67,2026-06-05T17:00,Evening,Friday,17,0,Sunny,High,Sedan,15,1.49,21.0,2.5,37.29,1384.47
394,Mumbai,1,19.053283,72.839131,19.186711,72.973983,Bandra Station,Railway,Thane Station,Railway,27.55,21.67,2026-06-30T09:00,Morning,Tuesday,9,0,Rainy,High,Mini,15,1.41,21.0,2.5,40.17,1004.8
394,Mumbai,1,19.053283,72.839131,19.186711,72.973983,Bandra Station,Railway,Thane Station,Railway,27.55,21.67,2026-06-21T10:00,Afternoon,Sunday,10,0,Cloudy,Low,SUV,15,1.06,21.0,2.5,28.29,1192.78
394,Mumbai,1,19.053283,72.839131,19.186711,72.973983,Bandra Station,Railway,Thane Station,Railway,27.55,21.67,2026-06-09T13:00,Afternoon,Tuesday,13,0,Rainy,Medium,Mini,15,1.32,21.0,2.5,30.1,1138.93
394,Mumbai,1,19.053283,72.839131,19.186711,72.973983,Bandra Station,Railway,Thane Station,Railway,27.55,21.67,2026-06-09T17:00,Evening,Tuesday,17,0,Rainy,High,SUV,15,1.5,21.0,2.5,39.05,1729.58
396,Mumbai,1,19.014826,72.842331,19.021371,72.840544,Dadar Station,Railway,Dadar Station,Railway,1.89,3.52,2026-06-09T08:00,Morning,Tuesday,8,0,Rainy,High,Sedan,15,1.43,21.0,2.5,14.06,199.25
396,Mumbai,1,19.014826,72.842331,19.021371,72.840544,Dadar Station,Railway,Dadar Station,Railway,1.89,3.52,2026-06-08T14:00,Afternoon,Monday,14,0,Sunny,Low,SUV,15,1.02,21.0,2.5,8.23,161.98
396,Mumbai,1,19.014826,72.842331,19.021371,72.840544,Dadar Station,Railway,Dadar Station,Railway,1.89,3.52,2026-06-26T14:00,Afternoon,Friday,14,1,Rainy,Medium,Mini,15,1.48,21.0,2.5,11.82,192.0
396,Mumbai,1,19.014826,72.842331,19.021371,72.840544,Dadar Station,Railway,Dadar Station,Railway,1.89,3.52,2026-06-26T04:00,Night,Friday,4,1,Cloudy,Low,Mini,15,1.26,21.0,2.5,9.25,153.3
396,Mumbai,1,19.014826,72.842331,19.021371,72.840544,Dadar Station,Railway,Dadar Station,Railway,1.89,3.52,2026-06-28T05:00,Night,Sunday,5,0,Cloudy,Low,SUV,15,1.2,21.0,2.5,9.28,266.5
397,Mumbai,1,18.92576,72.824719,19.105398,72.831285,Nariman Point,City Center,Juhu,City Center,26.55,27.01,2026-06-06T23:00,Night,Saturday,23,0,Sunny,Low,Mini,12,1.3,21.0,2.5,30.75,920.16
397,Mumbai,1,18.92576,72.824719,19.105398,72.831285,Nariman Point,City Center,Juhu,City Center,26.55,27.01,2026-06-09T16:00,Afternoon,Tuesday,16,0,Rainy,Medium,Sedan,12,1.6,21.0,2.5,41.29,1157.59
397,Mumbai,1,18.92576,72.824719,19.105398,72.831285,Nariman Point,City Center,Juhu,City Center,26.55,27.01,2026-06-21T01:00,Night,Sunday,1,0,Sunny,Low,SUV,12,1.44,21.0,2.5,28.08,1342.81
397,Mumbai,1,18.92576,72.824719,19.105398,72.831285,Nariman Point,City Center,Juhu,City Center,26.55,27.01,2026-06-27T18:00,Evening,Saturday,18,0,Sunny,Medium,Mini,12,1.61,21.0,2.5,36.66,1089.29
397,Mumbai,1,18.92576,72.824719,19.105398,72.831285,Nariman Point,City Center,Juhu,City Center,26.55,27.01,2026-06-26T20:00,Evening,Friday,20,1,Rainy,High,Sedan,12,2.0,21.0,2.5,48.76,1441.5
398,Mumbai,1,18.928578,72.825498,19.230505,72.856721,Nariman Point,City Center,Borivali Station,Railway,41.08,38.23,2026-06-17T21:00,Night,Wednesday,21,0,Sunny,Low,SUV,12,1.25,21.0,2.5,46.78,1986.87
398,Mumbai,1,18.928578,72.825498,19.230505,72.856721,Nariman Point,City Center,Borivali Station,Railway,41.08,38.23,2026-06-30T11:00,Afternoon,Tuesday,11,0,Rainy,Medium,Sedan,12,1.43,21.0,2.5,60.81,1695.67
398,Mumbai,1,18.928578,72.825498,19.230505,72.856721,Nariman Point,City Center,Borivali Station,Railway,41.08,38.23,2026-06-23T22:00,Night,Tuesday,22,0,Rainy,Low,Sedan,12,1.46,21.0,2.5,43.25,2083.33
398,Mumbai,1,18.928578,72.825498,19.230505,72.856721,Nariman Point,City Center,Borivali Station,Railway,41.08,38.23,2026-06-17T05:00,Night,Wednesday,5,0,Sunny,Low,Mini,12,1.19,21.0,2.5,41.33,1101.66
398,Mumbai,1,18.928578,72.825498,19.230505,72.856721,Nariman Point,City Center,Borivali Station,Railway,41.08,38.23,2026-06-09T21:00,Night,Tuesday,21,0,Rainy,Low,Mini,12,1.39,21.0,2.5,41.45,1219.9
399,Mumbai,1,19.095174,72.860931,19.286522,72.867988,CSIA Terminal 1,Airport,Mira Road,Suburb,23.52,20.69,2026-06-22T01:00,Night,Monday,1,0,Rainy,Low,Mini,18,1.16,21.0,2.5,20.61,798.38
399,Mumbai,1,19.095174,72.860931,19.286522,72.867988,CSIA Terminal 1,Airport,Mira Road,Suburb,23.52,20.69,2026-06-05T12:00,Afternoon,Friday,12,0,Sunny,Medium,Sedan,18,1.09,21.0,2.5,28.46,866.05
399,Mumbai,1,19.095174,72.860931,19.286522,72.867988,CSIA Terminal 1,Airport,Mira Road,Suburb,23.52,20.69,2026-06-10T23:00,Night,Wednesday,23,0,Sunny,Low,Sedan,18,1.02,21.0,2.5,21.65,885.1
399,Mumbai,1,19.095174,72.860931,19.286522,72.867988,CSIA Terminal 1,Airport,Mira Road,Suburb,23.52,20.69,2026-06-27T07:00,Morning,Saturday,7,0,Sunny,Medium,SUV,18,1.25,21.0,2.5,36.29,1387.34
399,Mumbai,1,19.095174,72.860931,19.286522,72.867988,CSIA Terminal 1,Airport,Mira Road,Suburb,23.52,20.69,2026-06-23T07:00,Morning,Tuesday,7,0,Rainy,High,SUV,18,1.38,21.0,2.5,33.93,1629.7
400,Delhi,1,28.644558,77.317823,28.555873,77.087395,Anand Vihar Terminal,Railway,IGI Terminal 3,Airport,35.85,40.93,2026-06-30T09:00,Morning,Tuesday,9,0,Cloudy,Medium,Sedan,14,1.53,20.0,2.2,53.15,1568.33
400,Delhi,1,28.644558,77.317823,28.555873,77.087395,Anand Vihar Terminal,Railway,IGI Terminal 3,Airport,35.85,40.93,2026-06-14T20:00,Evening,Sunday,20,0,Sunny,Low,Sedan,14,1.39,20.0,2.2,46.19,1414.0
400,Delhi,1,28.644558,77.317823,28.555873,77.087395,Anand Vihar Terminal,Railway,IGI Terminal 3,Airport,35.85,40.93,2026-06-24T05:00,Night,Wednesday,5,0,Sunny,Low,SUV,14,1.19,20.0,2.2,48.48,1675.64
400,Delhi,1,28.644558,77.317823,28.555873,77.087395,Anand Vihar Terminal,Railway,IGI Terminal 3,Airport,35.85,40.93,2026-06-06T10:00,Afternoon,Saturday,10,0,Sunny,Low,SUV,14,1.27,20.0,2.2,52.43,1678.87
400,Delhi,1,28.644558,77.317823,28.555873,77.087395,Anand Vihar Terminal,Railway,IGI Terminal 3,Airport,35.85,40.93,2026-06-08T09:00,Morning,Monday,9,0,Sunny,Low,SUV,14,1.22,20.0,2.2,49.66,1626.65
401,Delhi,1,28.654958,77.229071,28.640524,77.222726,Old Delhi Station,Railway,New Delhi Station,Railway,3.13,5.83,2026-06-17T07:00,Morning,Wednesday,7,0,Sunny,High,Mini,14,1.55,20.0,2.2,10.76,197.16
401,Delhi,1,28.654958,77.229071,28.640524,77.222726,Old Delhi Station,Railway,New Delhi Station,Railway,3.13,5.83,2026-06-25T10:00,Afternoon,Thursday,10,0,Rainy,High,Sedan,14,1.5,20.0,2.2,15.75,287.7
401,Delhi,1,28.654958,77.229071,28.640524,77.222726,Old Delhi Station,Railway,New Delhi Station,Railway,3.13,5.83,2026-06-15T22:00,Night,Monday,22,0,Sunny,Low,SUV,14,1.2,20.0,2.2,11.68,365.09
401,Delhi,1,28.654958,77.229071,28.640524,77.222726,Old Delhi Station,Railway,New Delhi Station,Railway,3.13,5.83,2026-06-25T00:00,Night,Thursday,0,0,Sunny,Low,Sedan,14,1.22,20.0,2.2,12.58,180.98
401,Delhi,1,28.654958,77.229071,28.640524,77.222726,Old Delhi Station,Railway,New Delhi Station,Railway,3.13,5.83,2026-06-17T15:00,Afternoon,Wednesday,15,0,Sunny,Medium,SUV,14,1.42,20.0,2.2,11.64,349.5
402,Delhi,1,28.413559,77.315934,28.583413,77.05087,Faridabad,Suburb,Dwarka,Suburb,42.98,46.0,2026-06-19T07:00,Morning,Friday,7,0,Sunny,Medium,Sedan,7,1.77,20.0,2.2,61.98,2222.37
402,Delhi,1,28.413559,77.315934,28.583413,77.05087,Faridabad,Suburb,Dwarka,Suburb,42.98,46.0,2026-06-23T04:00,Night,Tuesday,4,0,Sunny,Low,Mini,7,1.58,20.0,2.2,51.26,1577.63
402,Delhi,1,28.413559,77.315934,28.583413,77.05087,Faridabad,Suburb,Dwarka,Suburb,42.98,46.0,2026-06-26T01:00,Night,Friday,1,1,Sunny,Low,Mini,7,1.8,20.0,2.2,54.86,1984.34
402,Delhi,1,28.413559,77.315934,28.583413,77.05087,Faridabad,Suburb,Dwarka,Suburb,42.98,46.0,2026-06-29T07:00,Morning,Monday,7,0,Sunny,Medium,Mini,7,1.83,20.0,2.2,61.74,1772.35
402,Delhi,1,28.413559,77.315934,28.583413,77.05087,Faridabad,Suburb,Dwarka,Suburb,42.98,46.0,2026-06-21T06:00,Morning,Sunday,6,0,Sunny,Low,Mini,7,1.5,20.0,2.2,52.37,1059.26
403,Delhi,1,28.52062,77.209779,28.659437,77.23416,Saket,City Center,Old Delhi Station,Railway,18.82,23.3,2026-06-06T14:00,Afternoon,Saturday,14,0,Sunny,Low,Mini,13,1.13,20.0,2.2,26.85,484.54
403,Delhi,1,28.52062,77.209779,28.659437,77.23416,Saket,City Center,Old Delhi Station,Railway,18.82,23.3,2026-06-16T14:00,Afternoon,Tuesday,14,0,Cloudy,Medium,Sedan,13,1.44,20.0,2.2,33.66,731.15
403,Delhi,1,28.52062,77.209779,28.659437,77.23416,Saket,City Center,Old Delhi Station,Railway,18.82,23.3,2026-06-04T14:00,Afternoon,Thursday,14,0,Rainy,Medium,SUV,13,1.42,20.0,2.2,28.83,1050.06
403,Delhi,1,28.52062,77.209779,28.659437,77.23416,Saket,City Center,Old Delhi Station,Railway,18.82,23.3,2026-06-21T18:00,Evening,Sunday,18,0,Sunny,Medium,Sedan,13,1.57,20.0,2.2,33.2,770.11
403,Delhi,1,28.52062,77.209779,28.659437,77.23416,Saket,City Center,Old Delhi Station,Railway,18.82,23.3,2026-06-05T14:00,Afternoon,Friday,14,0,Sunny,Medium,Mini,13,1.37,20.0,2.2,32.6,630.53
404,Delhi,1,28.569087,77.241202,28.587032,77.250786,Lajpat Nagar,City Center,Hazrat Nizamuddin,Railway,4.76,8.13,2026-06-20T15:00,Afternoon,Saturday,15,0,Sunny,Low,SUV,13,1.22,20.0,2.2,10.66,306.01
404,Delhi,1,28.569087,77.241202,28.587032,77.250786,Lajpat Nagar,City Center,Hazrat Nizamuddin,Railway,4.76,8.13,2026-06-18T19:00,Evening,Thursday,19,0,Sunny,Low,Mini,13,1.36,20.0,2.2,11.01,169.59
404,Delhi,1,28.569087,77.241202,28.587032,77.250786,Lajpat Nagar,City Center,Hazrat Nizamuddin,Railway,4.76,8.13,2026-06-08T08:00,Morning,Monday,8,0,Sunny,Low,SUV,13,1.2,20.0,2.2,13.25,390.35
404,Delhi,1,28.569087,77.241202,28.587032,77.250786,Lajpat Nagar,City Center,Hazrat Nizamuddin,Railway,4.76,8.13,2026-06-05T08:00,Morning,Friday,8,0,Cloudy,Low,SUV,13,1.25,20.0,2.2,11.47,283.74
404,Delhi,1,28.569087,77.241202,28.587032,77.250786,Lajpat Nagar,City Center,Hazrat Nizamuddin,Railway,4.76,8.13,2026-06-17T01:00,Night,Wednesday,1,0,Sunny,Low,Mini,13,1.26,20.0,2.2,13.4,172.91
405,Delhi,1,28.63973,77.221034,28.407785,77.318764,New Delhi Station,Railway,Faridabad,Suburb,30.27,32.54,2026-06-03T14:00,Afternoon,Wednesday,14,0,Sunny,High,Sedan,14,1.53,20.0,2.2,52.74,1464.3
405,Delhi,1,28.63973,77.221034,28.407785,77.318764,New Delhi Station,Railway,Faridabad,Suburb,30.27,32.54,2026-06-27T03:00,Night,Saturday,3,0,Sunny,Low,Mini,14,1.3,20.0,2.2,38.38,1016.77
405,Delhi,1,28.63973,77.221034,28.407785,77.318764,New Delhi Station,Railway,Faridabad,Suburb,30.27,32.54,2026-06-14T16:00,Afternoon,Sunday,16,0,Rainy,High,Sedan,14,1.56,20.0,2.2,55.12,1763.99
405,Delhi,1,28.63973,77.221034,28.407785,77.318764,New Delhi Station,Railway,Faridabad,Suburb,30.27,32.54,2026-06-29T14:00,Afternoon,Monday,14,0,Sunny,High,Mini,14,1.42,20.0,2.2,57.84,1128.01
405,Delhi,1,28.63973,77.221034,28.407785,77.318764,New Delhi Station,Railway,Faridabad,Suburb,30.27,32.54,2026-06-27T12:00,Afternoon,Saturday,12,0,Sunny,Medium,SUV,14,1.43,20.0,2.2,48.26,1364.81
406,Delhi,1,28.58153,77.049867,28.656849,77.231996,Dwarka,Suburb,Old Delhi Station,Railway,24.75,28.84,2026-06-30T04:00,Night,Tuesday,4,0,Sunny,Low,Sedan,7,1.5,20.0,2.2,32.47,883.43
406,Delhi,1,28.58153,77.049867,28.656849,77.231996,Dwarka,Suburb,Old Delhi Station,Railway,24.75,28.84,2026-06-07T22:00,Night,Sunday,22,0,Sunny,Low,SUV,7,1.75,20.0,2.2,34.52,1593.36
406,Delhi,1,28.58153,77.049867,28.656849,77.231996,Dwarka,Suburb,Old Delhi Station,Railway,24.75,28.84,2026-06-03T02:00,Night,Wednesday,2,0,Sunny,Low,SUV,7,1.61,20.0,2.2,39.46,1562.82
406,Delhi,1,28.58153,77.049867,28.656849,77.231996,Dwarka,Suburb,Old Delhi Station,Railway,24.75,28.84,2026-06-11T03:00,Night,Thursday,3,0,Sunny,Low,Mini,7,1.53,20.0,2.2,30.83,895.57
406,Delhi,1,28.58153,77.049867,28.656849,77.231996,Dwarka,Suburb,Old Delhi Station,Railway,24.75,28.84,2026-06-21T22:00,Night,Sunday,22,0,Sunny,Low,SUV,7,1.58,20.0,2.2,34.42,1817.39
408,Delhi,1,28.491365,77.092652,28.410431,77.316891,Gurgaon Cyber City,Suburb,Faridabad,Suburb,33.12,38.94,2026-06-14T23:00,Night,Sunday,23,0,Sunny,Low,Sedan,7,1.63,20.0,2.2,45.3,1299.31
408,Delhi,1,28.491365,77.092652,28.410431,77.316891,Gurgaon Cyber City,Suburb,Faridabad,Suburb,33.12,38.94,2026-06-24T19:00,Evening,Wednesday,19,0,Sunny,Low,SUV,7,1.87,20.0,2.2,49.72,2544.99
408,Delhi,1,28.491365,77.092652,28.410431,77.316891,Gurgaon Cyber City,Suburb,Faridabad,Suburb,33.12,38.94,2026-06-07T21:00,Night,Sunday,21,0,Sunny,Low,Mini,7,1.52,20.0,2.2,48.2,1043.59
408,Delhi,1,28.491365,77.092652,28.410431,77.316891,Gurgaon Cyber City,Suburb,Faridabad,Suburb,33.12,38.94,2026-06-08T20:00,Evening,Monday,20,0,Sunny,Low,Sedan,7,1.61,20.0,2.2,39.31,1452.69
408,Delhi,1,28.491365,77.092652,28.410431,77.316891,Gurgaon Cyber City,Suburb,Faridabad,Suburb,33.12,38.94,2026-06-07T03:00,Night,Sunday,3,0,Sunny,Low,Mini,7,1.78,20.0,2.2,45.21,1258.12
409,Delhi,1,28.494156,77.092899,28.491673,77.090154,Gurgaon Cyber City,Suburb,Gurgaon Cyber City,Suburb,1.71,3.17,2026-06-29T02:00,Night,Monday,2,0,Sunny,Low,SUV,7,1.6,20.0,2.2,8.27,149.66
409,Delhi,1,28.494156,77.092899,28.491673,77.090154,Gurgaon Cyber City,Suburb,Gurgaon Cyber City,Suburb,1.71,3.17,2026-06-04T03:00,Night,Thursday,3,0,Sunny,Low,Mini,7,1.67,20.0,2.2,6.24,104.91
409,Delhi,1,28.494156,77.092899,28.491673,77.090154,Gurgaon Cyber City,Suburb,Gurgaon Cyber City,Suburb,1.71,3.17,2026-06-13T09:00,Morning,Saturday,9,0,Sunny,Low,Mini,7,1.61,20.0,2.2,9.11,86.2
409,Delhi,1,28.494156,77.092899,28.491673,77.090154,Gurgaon Cyber City,Suburb,Gurgaon Cyber City,Suburb,1.71,3.17,2026-06-03T20:00,Evening,Wednesday,20,0,Sunny,Low,Sedan,7,1.69,20.0,2.2,10.53,114.72
409,Delhi,1,28.494156,77.092899,28.491673,77.090154,Gurgaon Cyber City,Suburb,Gurgaon Cyber City,Suburb,1.71,3.17,2026-06-27T02:00,Night,Saturday,2,0,Sunny,Low,Sedan,7,1.69,20.0,2.2,9.03,167.73
410,Delhi,1,28.628321,77.215449,28.561582,77.239873,Connaught Place,City Center,Lajpat Nagar,City Center,12.25,18.73,2026-06-08T11:00,Afternoon,Monday,11,0,Sunny,Medium,Mini,13,1.34,20.0,2.2,26.01,361.72
410,Delhi,1,28.628321,77.215449,28.561582,77.239873,Connaught Place,City Center,Lajpat Nagar,City Center,12.25,18.73,2026-06-04T18:00,Evening,Thursday,18,0,Sunny,High,SUV,13,1.58,20.0,2.2,30.4,712.81
410,Delhi,1,28.628321,77.215449,28.561582,77.239873,Connaught Place,City Center,Lajpat Nagar,City Center,12.25,18.73,2026-06-20T22:00,Night,Saturday,22,0,Sunny,Low,SUV,13,1.33,20.0,2.2,19.46,561.75
410,Delhi,1,28.628321,77.215449,28.561582,77.239873,Connaught Place,City Center,Lajpat Nagar,City Center,12.25,18.73,2026-06-02T11:00,Afternoon,Tuesday,11,0,Rainy,High,SUV,13,1.82,20.0,2.2,35.37,893.0
410,Delhi,1,28.628321,77.215449,28.561582,77.239873,Connaught Place,City Center,Lajpat Nagar,City Center,12.25,18.73,2026-06-08T12:00,Afternoon,Monday,12,0,Sunny,Medium,Mini,13,1.24,20.0,2.2,28.39,358.31
411,Delhi,1,28.495497,77.085632,28.640579,77.219531,Gurgaon Cyber City,Suburb,New Delhi Station,Railway,23.08,29.51,2026-06-27T14:00,Afternoon,Saturday,14,0,Sunny,Low,Mini,7,1.38,20.0,2.2,34.47,785.8
411,Delhi,1,28.495497,77.085632,28.640579,77.219531,Gurgaon Cyber City,Suburb,New Delhi Station,Railway,23.08,29.51,2026-06-29T07:00,Morning,Monday,7,0,Sunny,Low,SUV,7,1.59,20.0,2.2,30.48,1244.76
411,Delhi,1,28.495497,77.085632,28.640579,77.219531,Gurgaon Cyber City,Suburb,New Delhi Station,Railway,23.08,29.51,2026-06-08T23:00,Night,Monday,23,0,Sunny,Low,Sedan,7,1.58,20.0,2.2,29.6,1009.48
411,Delhi,1,28.495497,77.085632,28.640579,77.219531,Gurgaon Cyber City,Suburb,New Delhi Station,Railway,23.08,29.51,2026-06-10T17:00,Evening,Wednesday,17,0,Sunny,Low,Sedan,7,1.79,20.0,2.2,31.77,1458.25
411,Delhi,1,28.495497,77.085632,28.640579,77.219531,Gurgaon Cyber City,Suburb,New Delhi Station,Railway,23.08,29.51,2026-06-19T09:00,Morning,Friday,9,0,Sunny,Low,SUV,7,1.79,20.0,2.2,32.24,1291.2
412,Delhi,1,28.52252,77.212768,28.570764,77.326698,Saket,City Center,Noida Sector 18,Suburb,17.7,21.36,2026-06-25T07:00,Morning,Thursday,7,0,Rainy,High,Sedan,13,1.96,20.0,2.2,36.83,952.02
412,Delhi,1,28.52252,77.212768,28.570764,77.326698,Saket,City Center,Noida Sector 18,Suburb,17.7,21.36,2026-06-28T21:00,Night,Sunday,21,0,Sunny,Low,Mini,13,1.41,20.0,2.2,28.03,614.31
412,Delhi,1,28.52252,77.212768,28.570764,77.326698,Saket,City Center,Noida Sector 18,Suburb,17.7,21.36,2026-06-03T18:00,Evening,Wednesday,18,0,Rainy,High,SUV,13,1.92,20.0,2.2,39.64,1353.12
412,Delhi,1,28.52252,77.212768,28.570764,77.326698,Saket,City Center,Noida Sector 18,Suburb,17.7,21.36,2026-06-25T02:00,Night,Thursday,2,0,Sunny,Low,SUV,13,1.37,20.0,2.2,29.47,849.58
412,Delhi,1,28.52252,77.212768,28.570764,77.326698,Saket,City Center,Noida Sector 18,Suburb,17.7,21.36,2026-06-02T02:00,Night,Tuesday,2,0,Rainy,Low,Sedan,13,1.47,20.0,2.2,29.98,805.67
